"","ID","sex.off","type.off","class.cor.off","year.off","BirthYear.off","birthyear.int.off","InterpAge.x","Respawner.off","dam","respawner.info.x","sex.dam","type.dam","class.cor.dam","year.dam","BirthYear.dam","birthyear.int.dam","sire","InterpAge.y","Respawner.dam","respawner.info.y","sex.sire","type.sire","class.cor.sire","year.sire","LLRdam","LLRsire","LLRpair","OHdam","OHsire","MEpair","BirthYear.sire","birthyear.int.sire","InterpAge","Respawner.sire","respawner.info"
"8818","Uts_16_0y_1494","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,4.97,NA,NA,0,NA,2009,2009,3,0,NA
"8819","Uts_16_0y_1495","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,"Uts_15A_064",5,1,30,"M","Adult","Adult",2015,3.15,3.09,4.31,0,0,0,2010,2010,1,0,NA
"8820","Uts_16_0y_1496","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_079",NA,NA,NA,"M","Adult","Adult",2015,NA,4.17,NA,NA,0,NA,2011,2011,1,0,NA
"8821","Uts_16_0y_1497","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_079",NA,NA,NA,"M","Adult","Adult",2015,NA,5.34,NA,NA,0,NA,2011,2011,1,0,NA
"8822","Uts_16_0y_1498","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_035",NA,NA,NA,"M","Adult","Adult",2015,NA,2.52,NA,NA,0,NA,2010,2010,1,0,NA
"8823","Uts_16_0y_1499","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,"Uts_15A_079",5,1,30,"M","Adult","Adult",2015,3.28,3.81,6.24,0,0,0,2011,2011,1,0,NA
"8824","Uts_16_0y_1500","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8825","Uts_16_0y_1501","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_11A_22",NA,"F","Adult","Adult",2011,2005,2006,"Uts_15A_029",2,0,NA,"M","Adult","Adult",2015,4.41,3.52,6.28,0,0,0,2009,2009,2,0,NA
"8826","Uts_16_0y_1502","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,3.98,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"8827","Uts_16_0y_1503","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_076",2,0,NA,"M","Adult","Adult",2015,5.32,1.77,4.55,0,0,0,2010,2010,2,0,NA
"8828","Uts_16_0y_1504","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,"Uts_15A_013",5,1,30,"M","Adult","Adult",2015,4.43,3,5.72,0,0,0,2010,2010,1,0,NA
"8829","Uts_16_0y_1505","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_076",2,0,NA,"M","Adult","Adult",2015,6.36,2.48,5.41,0,0,0,2010,2010,2,0,NA
"8830","Uts_16_0y_1506","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_010",NA,"F","Adult","Adult",2015,2009,2009,"Uts_15A_032",2,0,NA,"M","Adult","Adult",2015,3.88,4.3,5.66,0,0,0,2010,2010,1,0,NA
"8831","Uts_16_0y_1507","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8832","Uts_16_0y_1508","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_076",2,0,NA,"M","Adult","Adult",2015,5.01,2.94,5.5,0,0,0,2010,2010,2,0,NA
"8833","Uts_16_0y_1509","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8834","Uts_16_0y_1510","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_076",2,0,NA,"M","Adult","Adult",2015,6.37,2.38,6.15,0,0,0,2010,2010,2,0,NA
"8835","Uts_16_0y_1511","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,NA,2,0,NA,NA,NA,NA,NA,4.58,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"8836","Uts_16_0y_1512","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_076",2,0,NA,"M","Adult","Adult",2015,4.97,2.25,5.23,0,0,0,2010,2010,2,0,NA
"8837","Uts_16_0y_1513","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_055",NA,"F","Adult","Adult",2015,2009,2007,NA,4,1,20,NA,NA,NA,NA,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"8838","Uts_16_0y_1514","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_041",NA,NA,NA,"M","Adult","Adult",2015,NA,5.78,NA,NA,0,NA,2009,2009,3,0,NA
"8839","Uts_16_0y_1515","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_076",2,0,NA,"M","Adult","Adult",2015,5.69,3.5,7.11,0,0,0,2010,2010,2,0,NA
"8840","Uts_16_0y_1516","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_013",NA,NA,NA,"M","Adult","Adult",2015,NA,4.61,NA,NA,0,NA,2010,2010,1,0,NA
"8841","Uts_16_0y_1517","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_029",2,0,NA,"M","Adult","Adult",2015,4.04,3.17,6.1,0,0,0,2009,2009,2,0,NA
"8842","Uts_16_0y_1518","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,3.49,NA,NA,0,NA,2009,2009,3,0,NA
"8843","Uts_16_0y_1519","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_076",2,0,NA,"M","Adult","Adult",2015,4.15,1.75,4.21,0,0,0,2010,2010,2,0,NA
"8844","Uts_16_0y_1520","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,3.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"8845","Uts_16_0y_1521","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_029",NA,NA,NA,"M","Adult","Adult",2015,NA,3.65,NA,NA,0,NA,2009,2009,2,0,NA
"8846","Uts_16_0y_1522","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,1.7,NA,NA,0,NA,2009,2009,3,0,NA
"8847","Uts_16_0y_1523","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8848","Uts_16_0y_1524","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_055",NA,"F","Adult","Adult",2015,2009,2007,"Uts_15A_028",4,1,20,"M","Adult","Adult",2015,4,3.96,6.63,0,0,0,2010,2010,2,0,NA
"8849","Uts_16_0y_1525","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,"Uts_15A_013",5,1,30,"M","Adult","Adult",2015,2.81,3.08,4.71,0,0,0,2010,2010,1,0,NA
"8850","Uts_16_0y_1526","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,3.08,NA,NA,0,NA,2009,2009,3,0,NA
"8851","Uts_16_0y_1527","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_076",2,0,NA,"M","Adult","Adult",2015,4.03,2.71,5.92,0,0,0,2010,2010,2,0,NA
"8852","Uts_16_0y_1528","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,2.23,NA,NA,0,NA,2009,2009,3,0,NA
"8853","Uts_16_0y_1529","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,3.61,NA,NA,0,NA,2009,2009,3,0,NA
"8854","Uts_16_0y_1530","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,"Uts_15A_079",5,1,30,"M","Adult","Adult",2015,4.22,3.32,5.95,0,0,0,2011,2011,1,0,NA
"8855","Uts_16_0y_1531","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_017",NA,NA,NA,"M","Adult","Adult",2015,NA,3.79,NA,NA,0,NA,2010,2010,1,0,NA
"8856","Uts_16_0y_1532","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,"Uts_15A_076",5,1,30,"M","Adult","Adult",2015,3.7,2.27,3.89,0,0,0,2010,2010,2,0,NA
"8857","Uts_16_0y_1533","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8858","Uts_16_0y_1534","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_013",NA,NA,NA,"M","Adult","Adult",2015,NA,3.43,NA,NA,0,NA,2010,2010,1,0,NA
"8859","Uts_16_0y_1535","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8860","Uts_16_0y_1536","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_11A_22",NA,"F","Adult","Adult",2011,2005,2006,"Uts_15A_005",2,0,NA,"M","Adult","Adult",2015,4.34,3.51,6.1,0,0,0,2010,2010,2,0,NA
"8861","Uts_16_0y_1537","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_079",NA,NA,NA,"M","Adult","Adult",2015,NA,3.91,NA,NA,0,NA,2011,2011,1,0,NA
"8862","Uts_16_0y_1538","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8863","Uts_16_0y_1539","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8864","Uts_16_0y_1540","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,2.54,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"8865","Uts_16_0y_1541","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8866","Uts_16_0y_1542","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8867","Uts_16_0y_1543","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_078",NA,"F","Adult","Adult",2017,2010,2009,"Uts_15A_070",5,1,30,"M","Adult","Adult",2015,3.89,3.61,4.84,0,0,0,2009,2009,3,0,NA
"8868","Uts_16_0y_1544","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_064",NA,NA,NA,"M","Adult","Adult",2015,NA,3.05,NA,NA,0,NA,2010,2010,1,0,NA
"8869","Uts_16_0y_1545","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8870","Uts_16_0y_1546","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8871","Uts_16_0y_1547","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8872","Uts_16_0y_1548","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8873","Uts_16_0y_1549","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8874","Uts_16_0y_1550","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,3.14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"8875","Uts_16_0y_1551","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_056",NA,NA,NA,"M","Adult","Adult",2015,NA,3.76,NA,NA,0,NA,2011,2011,1,0,NA
"8876","Uts_16_0y_1552","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,"Uts_15A_029",5,1,30,"M","Adult","Adult",2015,4.22,4.52,5.99,0,0,0,2009,2009,2,0,NA
"8877","Uts_16_0y_1553","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_071",NA,NA,NA,"M","Adult","Adult",2015,NA,3.09,NA,NA,0,NA,2009,2009,2,0,NA
"8878","Uts_16_0y_1554","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,"Uts_15A_076",5,1,30,"M","Adult","Adult",2015,4.39,3.5,5.18,0,0,0,2010,2010,2,0,NA
"8879","Uts_16_0y_1555","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_096",NA,"F","Adult","Adult",2017,2009,2008,NA,5,1,30,NA,NA,NA,NA,4.45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"8880","Uts_16_0y_1556","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,2.65,NA,NA,0,NA,2009,2009,3,0,NA
"8881","Uts_16_0y_1557","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_075",NA,"F","Adult","Adult",2017,2010,2009,"Uts_15A_013",5,1,30,"M","Adult","Adult",2015,3.32,3.17,5.14,0,0,0,2010,2010,1,0,NA
"8882","Uts_16_0y_1558","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8883","Uts_16_0y_1559","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_076",2,0,NA,"M","Adult","Adult",2015,3.95,1.89,5.25,0,0,0,2010,2010,2,0,NA
"8884","Uts_16_0y_1560","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_079",NA,NA,NA,"M","Adult","Adult",2015,NA,5.72,NA,NA,0,NA,2011,2011,1,0,NA
"8885","Uts_16_0y_1561","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8886","Uts_16_0y_1562","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_017",NA,NA,NA,"M","Adult","Adult",2015,NA,4.57,NA,NA,0,NA,2010,2010,1,0,NA
"8887","Uts_16_0y_1563","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_056",NA,NA,NA,"M","Adult","Adult",2015,NA,4.13,NA,NA,0,NA,2011,2011,1,0,NA
"8888","Uts_16_0y_1564","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8889","Uts_16_0y_1565","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,2.65,NA,NA,0,NA,2009,2009,3,0,NA
"8890","Uts_16_0y_1566","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_029",NA,NA,NA,"M","Adult","Adult",2015,NA,3.42,NA,NA,0,NA,2009,2009,2,0,NA
"8891","Uts_16_0y_1567",NA,"Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_079",NA,NA,NA,"M","Adult","Adult",2015,NA,3.59,NA,NA,0,NA,2011,2011,1,0,NA
"8892","Uts_16_0y_1568","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_078",NA,"F","Adult","Adult",2017,2010,2009,NA,5,1,30,NA,NA,NA,NA,3.69,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"8893","Uts_16_0y_1569","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_076",2,0,NA,"M","Adult","Adult",2015,4.07,1.43,3.43,0,0,0,2010,2010,2,0,NA
"8894","Uts_16_0y_1570","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_029",NA,NA,NA,"M","Adult","Adult",2015,NA,4,NA,NA,0,NA,2009,2009,2,0,NA
"8895","Uts_16_0y_1571","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,4.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"8896","Uts_16_0y_1572","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8897","Uts_16_0y_1573","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,"Uts_15A_032",5,1,30,"M","Adult","Adult",2015,2.8,4.36,4.62,0,0,0,2010,2010,1,0,NA
"8898","Uts_16_0y_1574","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_029",NA,NA,NA,"M","Adult","Adult",2015,NA,3.24,NA,NA,0,NA,2009,2009,2,0,NA
"8899","Uts_16_0y_1575","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_064",NA,NA,NA,"M","Adult","Adult",2015,NA,3.76,NA,NA,0,NA,2010,2010,1,0,NA
"8900","Uts_16_0y_1576","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_11A_22",NA,"F","Adult","Adult",2011,2005,2006,"Uts_15A_070",2,0,NA,"M","Adult","Adult",2015,2.47,3.67,2.86,0,0,1,2009,2009,3,0,NA
"8901","Uts_16_0y_1577","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8902","Uts_16_0y_1578","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_076",NA,NA,NA,"M","Adult","Adult",2015,NA,5.01,NA,NA,0,NA,2010,2010,2,0,NA
"8903","Uts_16_0y_1579","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8904","Uts_16_0y_1580","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,4.63,NA,NA,0,NA,2009,2009,3,0,NA
"8905","Uts_16_0y_1581","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,4.02,NA,NA,0,NA,2009,2009,3,0,NA
"8906","Uts_16_0y_1582","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_032",NA,NA,NA,"M","Adult","Adult",2015,NA,3.95,NA,NA,0,NA,2010,2010,1,0,NA
"8907","Uts_16_0y_1583","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_064",NA,NA,NA,"M","Adult","Adult",2015,NA,3.01,NA,NA,0,NA,2010,2010,1,0,NA
"8908","Uts_16_0y_1584","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,3.18,NA,NA,0,NA,2009,2009,3,0,NA
"8909","Uts_16_0y_1586","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_029",2,0,NA,"M","Adult","Adult",2015,5.11,3.34,5.93,0,0,0,2009,2009,2,0,NA
"8910","Uts_16_0y_1587","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_17A_078",NA,"F","Adult","Adult",2017,2010,2009,"Uts_15A_070",5,1,30,"M","Adult","Adult",2015,3.98,3.74,4.84,0,0,0,2009,2009,3,0,NA
"8911","Uts_16_0y_1588","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_029",2,0,NA,"M","Adult","Adult",2015,4.94,3.26,6.34,0,0,0,2009,2009,2,0,NA
"8912","Uts_16_0y_1589","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8913","Uts_16_0y_1590","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8914","Uts_16_0y_1591","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_029",2,0,NA,"M","Adult","Adult",2015,5.07,4.59,7.33,0,0,0,2009,2009,2,0,NA
"8915","Uts_16_0y_1592","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_066",NA,"F","Adult","Adult",2015,2007,2006,NA,5,1,30,NA,NA,NA,NA,3.28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"8916","Uts_16_0y_1593","F","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_055",NA,"F","Adult","Adult",2015,2009,2007,"Uts_15A_028",4,1,20,"M","Adult","Adult",2015,0.81,4.14,3.38,1,0,1,2010,2010,2,0,NA
"8917","Uts_16_0y_1594","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8918","Uts_16_0y_1595","M","Offspring","0+",2016,2016,2016,NA,NA,"Uts_15A_026",NA,"F","Adult","Adult",2015,2010,2010,"Uts_15A_029",2,0,NA,"M","Adult","Adult",2015,4.73,3.31,5.97,0,0,0,2009,2009,2,0,NA
"8919","Uts_16_0y_1596","M","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,4.56,NA,NA,0,NA,2009,2009,3,0,NA
"8920","Uts_16_0y_1597","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_017",NA,NA,NA,"M","Adult","Adult",2015,NA,3.05,NA,NA,0,NA,2010,2010,1,0,NA
"8921","Uts_16_0y_1598","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8922","Uts_16_0y_1599","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uts_15A_070",NA,NA,NA,"M","Adult","Adult",2015,NA,2.77,NA,NA,0,NA,2009,2009,3,0,NA
"8923","Uts_16_0y_1600","F","Offspring","0+",2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
